key,status,group_index,family,imagespace_enum,imagespace_class,stage,descriptor_hex,dxbc_sha256_1_6,raw_hlsl_sha256_1_6,contract_sha256_1_6,dxbc_sha256_1_7,raw_hlsl_sha256_1_7,contract_sha256_1_7,canonical_source,source_disposition
2|VS|0,changed,2,Grass,,,VS,0x00000000,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|1,changed,2,Grass,,,VS,0x00000001,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|2,changed,2,Grass,,,VS,0x00000002,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|3,changed,2,Grass,,,VS,0x00000003,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|4,changed,2,Grass,,,VS,0x00000004,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|5,changed,2,Grass,,,VS,0x00000005,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|6,changed,2,Grass,,,VS,0x00000006,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|7,changed,2,Grass,,,VS,0x00000007,8E72853C1765004A84A362066F0D706824BFD8FB4318980EF7B9F7E407B82D48,52322DDBD96FC8B5C609E2709FB5A6FF0D934FA148C7B24CA2DDD3109EAE4818,97CCFA0EFD3ABBD83F843678458076B60AC3328CC39E128A6B28BD9F6A2B5EE2,E9B7DAF3F150DD7360EE42B0D56F1644A6CF11B15F58A1208FACFF18A961D573,5402A460B92039A275501BF4198CBE2B45A3A3E9D0C9A43CEF548BC1F51389FD,02E937B87575A734D7493FFAC2AF8FB51E2DDE6392C965DAFDE9035D198994E1,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|8,changed,2,Grass,,,VS,0x00000008,8E72853C1765004A84A362066F0D706824BFD8FB4318980EF7B9F7E407B82D48,52322DDBD96FC8B5C609E2709FB5A6FF0D934FA148C7B24CA2DDD3109EAE4818,97CCFA0EFD3ABBD83F843678458076B60AC3328CC39E128A6B28BD9F6A2B5EE2,E9B7DAF3F150DD7360EE42B0D56F1644A6CF11B15F58A1208FACFF18A961D573,5402A460B92039A275501BF4198CBE2B45A3A3E9D0C9A43CEF548BC1F51389FD,02E937B87575A734D7493FFAC2AF8FB51E2DDE6392C965DAFDE9035D198994E1,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65536,changed,2,Grass,,,VS,0x00010000,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65537,changed,2,Grass,,,VS,0x00010001,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65538,changed,2,Grass,,,VS,0x00010002,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65539,changed,2,Grass,,,VS,0x00010003,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65540,changed,2,Grass,,,VS,0x00010004,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65541,changed,2,Grass,,,VS,0x00010005,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65542,changed,2,Grass,,,VS,0x00010006,0F2CA4B96EC27F879D6228EE9B06A2E37E4F159271D7154852A5715ADE36361E,50FF1C63A2C71D7C521A4D4AAB34D951EB0715B536EE61111DB368E4CFD2B2A2,746D086C6D02447E7A7203E5D25ECD0AE000843803FC9061925E2B15221F673C,2EB010E82F978C58163059CD9BD171421F02432C4841C7EBE11177D0BE1C3DCC,D8971E850E5A6B1DFD5022093A983A1BF088404CD86569342ABBA79E387D8DAB,8ABBB1A404C58836CC3492C2EBAA7D6DA6F4EAC01AADF9976E2B2E9908CC1E56,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65543,changed,2,Grass,,,VS,0x00010007,8E72853C1765004A84A362066F0D706824BFD8FB4318980EF7B9F7E407B82D48,52322DDBD96FC8B5C609E2709FB5A6FF0D934FA148C7B24CA2DDD3109EAE4818,97CCFA0EFD3ABBD83F843678458076B60AC3328CC39E128A6B28BD9F6A2B5EE2,E9B7DAF3F150DD7360EE42B0D56F1644A6CF11B15F58A1208FACFF18A961D573,5402A460B92039A275501BF4198CBE2B45A3A3E9D0C9A43CEF548BC1F51389FD,02E937B87575A734D7493FFAC2AF8FB51E2DDE6392C965DAFDE9035D198994E1,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|VS|65544,changed,2,Grass,,,VS,0x00010008,8E72853C1765004A84A362066F0D706824BFD8FB4318980EF7B9F7E407B82D48,52322DDBD96FC8B5C609E2709FB5A6FF0D934FA148C7B24CA2DDD3109EAE4818,97CCFA0EFD3ABBD83F843678458076B60AC3328CC39E128A6B28BD9F6A2B5EE2,E9B7DAF3F150DD7360EE42B0D56F1644A6CF11B15F58A1208FACFF18A961D573,5402A460B92039A275501BF4198CBE2B45A3A3E9D0C9A43CEF548BC1F51389FD,02E937B87575A734D7493FFAC2AF8FB51E2DDE6392C965DAFDE9035D198994E1,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|0,changed,2,Grass,,,PS,0x00000000,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|1,changed,2,Grass,,,PS,0x00000001,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|2,changed,2,Grass,,,PS,0x00000002,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|3,changed,2,Grass,,,PS,0x00000003,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|4,changed,2,Grass,,,PS,0x00000004,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|5,changed,2,Grass,,,PS,0x00000005,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|6,changed,2,Grass,,,PS,0x00000006,B94C28DD9918D165DEE176CAE718AFC9517C6B442AB6BF2A5F9C238CB938661D,D1CE0EA2340ECD77A5504A984C4934FB4AA6C149611750BB44EAE09056C5153F,306B6E00E55B4D1E6B3F36F67DC8C409C446FF305E165755AE5A423E9454A394,5F20CFA3E7D50E25177968444FBBF0CCBC9740ADB07F8D1787637F9075A3D808,8515026770925AFFE972712C8E5A046710ADE2205113D1C7891A631B1FB523A8,38789D8DC436B51B9B2849C6A9A230CC51D7A7675718462BC302FB3694EF59D9,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|7,changed,2,Grass,,,PS,0x00000007,C32EAD0504611512EB1AAB2C252AFE09289FF6FCDB21AF1A61FC973240724CE8,9060BE3F84113A0FAF160DACC7616CB9BC8444E8434EC82AC5015C636B6CCE92,A8CFC2544AA44148E786C0EC02C787A0B8C3EC8A1643B93CF660FB8A8090658F,A6B3580D56B3120FC1155528C2AF5B29DA7DCA88B7D0878C24D50CEDCCE0DA0F,9112976119093D315788F7E63E3C0562EBDA7FE9F34F46BFB10577C4BC4703B6,67ECEC3BA35458B271EEEAC4BD64298925698FDF420049FF6DF1FCBBAFAC6944,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|8,changed,2,Grass,,,PS,0x00000008,C32EAD0504611512EB1AAB2C252AFE09289FF6FCDB21AF1A61FC973240724CE8,9060BE3F84113A0FAF160DACC7616CB9BC8444E8434EC82AC5015C636B6CCE92,A8CFC2544AA44148E786C0EC02C787A0B8C3EC8A1643B93CF660FB8A8090658F,A6B3580D56B3120FC1155528C2AF5B29DA7DCA88B7D0878C24D50CEDCCE0DA0F,9112976119093D315788F7E63E3C0562EBDA7FE9F34F46BFB10577C4BC4703B6,67ECEC3BA35458B271EEEAC4BD64298925698FDF420049FF6DF1FCBBAFAC6944,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65536,changed,2,Grass,,,PS,0x00010000,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65537,changed,2,Grass,,,PS,0x00010001,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65538,changed,2,Grass,,,PS,0x00010002,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65539,changed,2,Grass,,,PS,0x00010003,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65540,changed,2,Grass,,,PS,0x00010004,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65541,changed,2,Grass,,,PS,0x00010005,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65542,changed,2,Grass,,,PS,0x00010006,AC01983BEBEB34F15C4CCE451CB48A240E032AF871EA993501D37B5DCB17174E,761834D141A713573CE0FFCC801784322833E1CE1CCE390F67BDB2574B3CA58F,01A37DE2AA3544D2A8D1C4309A3DB73CF6D2AD5EE3E111650CA89A5067A673ED,20C5B08E7EDD9E5302819B5371AE194E94BCE1DB768BD1FDC95EDCDCDA37191E,D3BFDB1209347A0F35673012B9669E0BFE6389B805D5DD70B50FC3CE11A0C99D,217416469FB2993F0BAF8DF6F976B1E5C54F21F415F9337F38F69F8F839E2512,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65543,changed,2,Grass,,,PS,0x00010007,C32EAD0504611512EB1AAB2C252AFE09289FF6FCDB21AF1A61FC973240724CE8,9060BE3F84113A0FAF160DACC7616CB9BC8444E8434EC82AC5015C636B6CCE92,A8CFC2544AA44148E786C0EC02C787A0B8C3EC8A1643B93CF660FB8A8090658F,A6B3580D56B3120FC1155528C2AF5B29DA7DCA88B7D0878C24D50CEDCCE0DA0F,9112976119093D315788F7E63E3C0562EBDA7FE9F34F46BFB10577C4BC4703B6,67ECEC3BA35458B271EEEAC4BD64298925698FDF420049FF6DF1FCBBAFAC6944,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
2|PS|65544,changed,2,Grass,,,PS,0x00010008,C32EAD0504611512EB1AAB2C252AFE09289FF6FCDB21AF1A61FC973240724CE8,9060BE3F84113A0FAF160DACC7616CB9BC8444E8434EC82AC5015C636B6CCE92,A8CFC2544AA44148E786C0EC02C787A0B8C3EC8A1643B93CF660FB8A8090658F,A6B3580D56B3120FC1155528C2AF5B29DA7DCA88B7D0878C24D50CEDCCE0DA0F,9112976119093D315788F7E63E3C0562EBDA7FE9F34F46BFB10577C4BC4703B6,67ECEC3BA35458B271EEEAC4BD64298925698FDF420049FF6DF1FCBBAFAC6944,package/Shaders/RunGrass.hlsl,common-1.7-source; implementation selects a pre-1.7 direct-bind of the already-filled VS PerGeometry buffer as PS b2
5|VS|67110912,removed,5,Effect,,,VS,0x04000800,B550EE2A97912AFCDF82C9492C84E1BF7FB5FD3103397A80147DE9C7B0E79A3C,AD2E62D62338B0BA77CCF6E1B0434FC847544C43A3EAD4A16510BBFB1068891F,8A9EFA8158CD7B394C52077455187BF66CF30BB03B084507FD24ECC2C5A1D7C6,,,,package/Shaders/Effect.hlsl,legacy superset remains compilable; no synthetic descriptor remap; native 1.7 catalog omits this key
5|PS|67110912,removed,5,Effect,,,PS,0x04000800,A825AE8F7D2D9EE2F6DCDA1C754DAE3BEDB4891BB6A117A732E4F775FDF6025E,76ACF936C9A0E09DF3EBC5DB0CF898EC7825163475D1BBA433C14B39E2C240D3,840ADE85D476AD7FD28C3DA6971DCF5992946B3EAED46681F045A5DB1489F811,,,,package/Shaders/Effect.hlsl,legacy superset remains compilable; no synthetic descriptor remap; native 1.7 catalog omits this key
6|PS|1,changed,6,Lighting,,,PS,0x00000001,B4412B63789C82EB0632F1C65FCB47F5AA7AE2E0EA148771A920D535F8838DF7,A4D26139C3326739B0DE2FCEE3FFD4989505C603E2BE69EF14E1D9F89A070096,1FA2ACC467E588A314116D1E97507E4860EC531CA084A7EFEC9D81BD87E31B09,B408E36E3C9188DB139E29A48EC7A31E0FDF1538B9C5168EE754C1A2EBA5F504,9B3BA6613AA417E9FF26ADF96EDFABB7C42056B008D04DAC3468232D0139C805,1FA2ACC467E588A314116D1E97507E4860EC531CA084A7EFEC9D81BD87E31B09,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
