key,status,group_index,family,imagespace_enum,imagespace_class,stage,descriptor_hex,dxbc_sha256_1_6,raw_hlsl_sha256_1_6,contract_sha256_1_6,dxbc_sha256_1_7,raw_hlsl_sha256_1_7,contract_sha256_1_7,canonical_source,source_disposition
6|PS|8406535,changed,6,Lighting,,,PS,0x00804607,5EE359433AC30FB0D40D90F3E9AC844893114CC9700FBACC5C0C0C596E89EB93,74F41D86425D6E915172BA48441ECBED9F870F2D519D25C8F47A5A4F45D639F1,B174717E12D3C392C5D6EE7C30D09066D2C7FA534C24AA8CDCC0C1B1B88558E5,82450F0AB3E40919B8804336D895AA2D5A845568DAE5BD6096C17A9E6EB5D80B,2C6346C11061F103EE7E6BBCE2AB542F4F27D6FE47CE734DBB68A88991A6451A,B174717E12D3C392C5D6EE7C30D09066D2C7FA534C24AA8CDCC0C1B1B88558E5,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8407041,changed,6,Lighting,,,PS,0x00804801,1834F4F2C724D3B20970E37F70AC3B986343A3720C787CDE57B5A59F547969FB,F5C7F77D1954C00D309D41522D09BCF43C29397F56DB9A1989E911D790A5EE79,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,D1A4EC9191A9FFEC7388DD2AA9DACF58064242F54EDECE342630784552024042,C1FC951A1399AA07CE93A5A9556E84DD207C5AC908055437DB1C7DF5E85650BA,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8407553,changed,6,Lighting,,,PS,0x00804A01,51BF8A81223C67ED4A960DB32FD26F8C0C06B10E2C3A9A525DC78FDF07EAA296,5C66D21CD970820ABB547D9D3025F25D79CCC36140B6C9ED8438436D1070DDA0,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,7181918845AF04E9CB36CF9708A5BB2BEBA88F5BF2C4135CCB0DBF35E452B016,2E5BAA6C99F89FB8A9D19F56BC4BA5B0CA7CC6AFA59A4AEE3EAB2AA73CDEAB87,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8408065,changed,6,Lighting,,,PS,0x00804C01,31C7BEE4B644683BEC4E3069217D53AF907A2D0C9A270D8D4614436B44195C8A,93DAA47F8ECB4DF6B897ADD628F87190714146A7B7009CA856E99AD01990CFCF,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,7E89D4AEDD3F5814EDC4FA92819F470ADF3D405852B041712AE7D2CE35BC3E77,7661F6507A68EA33154699420FC0E1BEEFF6A661381638CD9CEEECD510840BD1,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8408577,changed,6,Lighting,,,PS,0x00804E01,EBCC67F36E7CF41EA8A9F8010AAE8B551AE077A529B1EC9D37D8A357FDBF7FFA,CA44EE238BD1C602499E1DC423E30DDDE1AFCE1CFE3AAC2FD9BD68E9516A9482,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,E3347172D2F3A0FC2D32AB40B43B8DE9C86EAC5218B442F3B19A041B16F15A54,7F9BC9D2A08D7F474CE145ACEF559DCE2029FB8BD75D20BA139DD807A1BF7DDC,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8409089,changed,6,Lighting,,,PS,0x00805001,77D9AE14DBAA8681F05E906DDFCA608459078A40029FDE22C45D8081AEF5FD6B,51BF01AF1FD844A2E0B57B486115FDD2501F37A754E805F83035ED0E32EABB47,772D819E9A15F25CB87F9C1381F292F210D8625CB65DEA20A45C06AE4134673D,29F48EFBEA72A88011F1B24B2E425A7DE65F9E0176FF802198904724CECE453A,5CC17BA7005DEF2E8A4A9A65D120FCFBC5961C44C430189D31034B095D71B32D,772D819E9A15F25CB87F9C1381F292F210D8625CB65DEA20A45C06AE4134673D,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8409601,changed,6,Lighting,,,PS,0x00805201,532DA5C8CDE749BF308EDFE877AA6B5886C58D5028F0D6FF51CAA560F014AE2B,D63C0AC0917BEEE153E3E89A1FC37B9C0DD79695F8E5443BA36FCAF3662E12B3,85DC1A5ED715AE9B64A8F24C571CFFDA095A96153642A3A25C1AFA2864B924B2,8CC236124526FA16D3503E834BEC152A3E303200F83AC183F36B94A2805D6A91,46C209FD1C4AABFB445F044F22B4056EA704C2DE1DB72657CFB5A4DA91792F6F,85DC1A5ED715AE9B64A8F24C571CFFDA095A96153642A3A25C1AFA2864B924B2,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8411137,changed,6,Lighting,,,PS,0x00805801,98560A28904C52FEC47124A65237961D13E379FFE05BBB31E4A83968ED3B10A8,6F0D0511BDD7F09B351A37E9FA20B07548111508218D3B275C600583155B6016,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,D16CC4C913716D633188D0DD773E6CFC5EB6BFCB73CEA53C77DA081625A4935B,9A4F24E34225DC48B4879FF7AE5C2FB5B00878BEA5CA73716E3549D8525D90D4,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8411649,changed,6,Lighting,,,PS,0x00805A01,78C0FCBB243EF0516E0EBE557AE2D7BB078EDB45A998A9A49C004245BAFDC66C,84E1510014BE3C5ACF376C581DE761CD08AD5B4EC3DBEA8252E5071682A968C2,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,F7D7181AF61937D74E5E118E8AF63262B1C126254766F68D4E16BE53C0F74E2A,2403D14DD7A8485D3EAFC23939ADAA49DC8AFDAF208EC810A23F575FDFB52611,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8412161,changed,6,Lighting,,,PS,0x00805C01,64A15CFF8117EDAAD966E29955BF99D38378634F591C380BD0BC17569E6BA5B7,D286F9AFB7E4A14173ED4DDB226FC8FB31672AD79417C66BC7000E942CD3F8A3,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,639ED8772AF1B278070FFFC8A680341088A329F3D3108CFA65A23A518680AFCD,469AF429885FF8B05F6FA220102658BAD4A5C7EFCA421E3069D7C9FB3FC29082,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8412673,changed,6,Lighting,,,PS,0x00805E01,DE657CDCDC1964A6AC417BDE4A24B8CDDF797EA2106C2FBD478203385852E454,77E60BA07146EB8C2CE83751B95B01391BE0F23C966DAF2A2A9FC80A1C7FFB7C,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,EC6BDA953BDF49F8DBB5E6342EB490D91482B3EBD05FB4D2473BDAA4F241C6D3,6044C1B3C648E20879659B8D342D1564F8A381A21DB5BF96DF80E62AE91A3633,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413185,changed,6,Lighting,,,PS,0x00806001,EC072F1BCE8CE84CBBD7A2E8F58568AC81DC44D9305F0204F0C8951E8790384D,EAC030CF38F394191E6A58B8557B28B40DF61D5C22A451E4D3BFB68B8928864C,991A4BB27BA03A05161F609FBC0581A5E020D2F659E162377FD9D7AB6ABB32B1,96A43EF6AC62AF79A0CBF79180B186AA766462EB862ACD99475426126AFBA2A0,9BBB2E7417CE07882001987E1BF785BA8B0146B43439977EF56A926E17E7559E,991A4BB27BA03A05161F609FBC0581A5E020D2F659E162377FD9D7AB6ABB32B1,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413189,changed,6,Lighting,,,PS,0x00806005,8DA7218DC1D8C41DC4AB645E68A358E64FBCF30B65EEEA15658FA76CAED63A60,8E6942655E1E1FDD721EA5A8282B038BC87F34AC73D4F611326E3F575944FA6A,1AB6AC5B035870C599323F635D69ED195674E03E6F52BEAAA95175ADD5DAEAD3,AE57B0C1C2931880894DBB015DB951F9F315E0DB5BED8AD6326A5BAC2CFC9A96,B19A0E6A7A83FE0273D2C6EC080A3B83277ACBEBB29DB3194CB4BD2262658859,1AB6AC5B035870C599323F635D69ED195674E03E6F52BEAAA95175ADD5DAEAD3,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413191,changed,6,Lighting,,,PS,0x00806007,68A79A1808144A5B8BCEDD7F011E165FAE035F56E81149B2A782C17CCB4494C6,6528A0BDB0AA3FC2015EE643549E13322AC86700FB3E2339828B4AF32580DE0D,7A14BA7AAD1A8FE93BF6CE9A89730912CE8B5E55A48FD668B56F8572102F715D,914A640979C0CDB21D5D20206537DFA3AB9455FF247E7DF0180B1C8B56042968,AF079FC0836B8EE30730CF656E7633EC48C10C1374A990D0A0D3C41523EA52EA,7A14BA7AAD1A8FE93BF6CE9A89730912CE8B5E55A48FD668B56F8572102F715D,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413697,changed,6,Lighting,,,PS,0x00806201,F6DF0DAE75DC4ECEE6784F75F62558EC9D420F5E6830BFD90D90FDC833CDFD8D,DFA409D0109EF03A912C87B60338208A7B0A721373F2C2CC9BA04D6C5A7976FC,626948F7732E91BA81C1E2D437FBDCFA14FD37B80A094FED16B5B3C6C65F060E,30423D3C633C4346DF4619F75702A6FB44BCFEAA2028F86EC05DC6C9D5F3FAD0,14C8FB52F4E850D7DA6A8BAA159C02752B0137AC7AEA074EDD1351B0D367F4C4,626948F7732E91BA81C1E2D437FBDCFA14FD37B80A094FED16B5B3C6C65F060E,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413701,changed,6,Lighting,,,PS,0x00806205,16AC33FFEFCAFD7C02DBFD5C2FCCB6C4FAF172DDB4DB6E4ADF3098EC3B5286F9,DC03E7DA36BC5FD74630B1361EA3E6578820203AD157B98ECA84E07D335C0CEC,91BB6223DDB0EBFBA2128ABF35D52B1E4F2A18DE2ED2EFBD3D3B0E68FE7FEE7B,30548456A58FCE015C82F6756384C39AFCEC00A22BCFBCD71CD566886977FB18,A9B5560B1BA0A4371847E0B35CF69885C09BFA5E82DB64F9F21E9AE22DE3467B,91BB6223DDB0EBFBA2128ABF35D52B1E4F2A18DE2ED2EFBD3D3B0E68FE7FEE7B,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8413703,changed,6,Lighting,,,PS,0x00806207,5C534A3CD376138120CF58CC72B7FD5A0B0703D49B81024D1D97AEB43376104D,C9CDF97663D2300806E5153E9A39E53FAC45E07F7D6BC0A130D2F98A7374097D,912F20B0F8B469E2C7CA6ECFF2048C9D45AB6A5417469C4A88F0DA3E0A3D487A,275C897CF837A1FFD42D0120902D76DA93FF80D868B86C65EDF97362C451DDDA,1237B90C2FFF75543C26E3FEAF345681D9ABDBAA8CBD14F456358D78555FB11F,912F20B0F8B469E2C7CA6ECFF2048C9D45AB6A5417469C4A88F0DA3E0A3D487A,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414209,changed,6,Lighting,,,PS,0x00806401,C17BEDB6A8BA9D316DA0768DF47E8FABD9969996A581414AA03B5A66DDF4D151,25C3036622945CC6AAD0E4F6B54FEC6D3CDE127A52EC73B32E6187A5A5A737FD,FB9D56E6444F068D2A2E4FD9D0FE656D45F75EA4608BD4283A325B4ADE376063,03FF9CA3AB6EBC261CCCD619213F5F0D185FD2132C4D043522AEE6195FB12C08,5E8A27097F8EFA07710F3AB404A609A3B333CBD22FF0F6483B813162F7D66145,FB9D56E6444F068D2A2E4FD9D0FE656D45F75EA4608BD4283A325B4ADE376063,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414213,changed,6,Lighting,,,PS,0x00806405,D7018FDB6F2466ED1E828E464EF39FA3FF37BF1B12B5833B1C02EE6BC2C6B5BA,5BC4265C2611D6A424B8069D1A4DDEEE049913D2EEAC7282A35EDDB50EC38650,AA6C5B0698168284038500C3E7DE4750B0143AC5B539AD1C8E0AA6E1875CAE94,6BFEC9EEB2A6F08D75264E0B8CE9317FE0EADEBEA070F4AFA63E051226C3F500,DCB61CFFB220192E87DD9E2DE248EC2CC43EFF669AE96EEC870629E05129E60A,AA6C5B0698168284038500C3E7DE4750B0143AC5B539AD1C8E0AA6E1875CAE94,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414215,changed,6,Lighting,,,PS,0x00806407,8BB00D9823F0D1EB56F321AF966BDB5A58C620C133B9FF32BDB5F03E8784D870,A64F8670213B459B603472A7A7995851FE669EB8946C10448A7FE653C4A5B70D,9BAACC34AB7195C9C52EF4DDCACB1583EC2E9756578EADB1B66373608E8EE5BC,35EBC00B698E46B0AF781D775E8A573D3BA5820FEA41CB142BAFC374B9A571B3,2546B06D642C3CC2B41DF49B68AC1DE53CD7FEBA5968C0726E1699C04251E7DC,9BAACC34AB7195C9C52EF4DDCACB1583EC2E9756578EADB1B66373608E8EE5BC,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414721,changed,6,Lighting,,,PS,0x00806601,C750AE89555A0A18425846668E4C3557609DBB4D009BC9565BA3E5D55E67E9FE,04449799D10FB709EF451AED74E6DAC3F69FE12B7A6D401F2F1086D794FCFFE4,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,DB6323619F2F5D12FA3E45B69C9A0C5E0E3D00DA4822B9109185C641135DCBDC,5C1BE64F38D2870F7396878490124FF71B98FA0D56BB771F1D1E5C712E28C4F6,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414725,changed,6,Lighting,,,PS,0x00806605,184B76935D70B63C522BB6DBDBAC8525A1155F273148BD74D1A25EF3B612D108,9DB185CCE39DE8F6788BEC4B5C359ECC5BC1EA42E2C99180F9CF061CDA7A85A3,87367CA7922D7413384B4DD3154D4CD1C1B686952D9081C47A22D623EA088828,F26426C84D9984B3B63E8CBE0DD428A7D8E94CBA480ED20763276E7E6DBC099C,763F7C72792CEF046863F5BC8B09E923B7B0CCBAB33AEE1D7644CD4AF126ED9C,87367CA7922D7413384B4DD3154D4CD1C1B686952D9081C47A22D623EA088828,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8414727,changed,6,Lighting,,,PS,0x00806607,BC17D5AA068149441D67D46AC388FDF6B79E9716181BCA35C5FE03881F286C0E,F6F6056BB5904A574119A9A0629B2D87C7FCB289136B4E4C61BEF393951C0E0E,B174717E12D3C392C5D6EE7C30D09066D2C7FA534C24AA8CDCC0C1B1B88558E5,972FAB46471CCBF65A0632C7E4D390DCE2ED226468607F7F7775A374DAABFC54,5270E897EF4F81FBBE232A2A293F1D1682159B8AA605368AF098FEEBAEA050D4,B174717E12D3C392C5D6EE7C30D09066D2C7FA534C24AA8CDCC0C1B1B88558E5,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8415233,changed,6,Lighting,,,PS,0x00806801,95A7CB14A48C291D5B24EEE258D94F28FAC009B12ED34D5B17DF50A18CC01A47,F9E4E7D80772F738579D3A67A33F4516D000AC3D7A532221A02EB801EF9440FB,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,078FC487100527A6417211DD0B54C3B6E97EFE633D9B474F28C3099941F2C49B,76A2458004FA5E7B045326692F62D888CAAB0CBC6A63EE81F61699A210F9BDF2,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8415745,changed,6,Lighting,,,PS,0x00806A01,70C772AF4BEDAFCE1DB76D9A3806F9F65A6A59C88AB7502FE0380432B3FAC8C0,F0BDAC207DD0166AF428F76C099B99B1762C79AC5F005AF3D9FCE5853B6A6E27,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,A795E2C2E974E559D6A8A0AF842688BCF9C30AB33461DECB62798237CC79C514,DC8AE2499ABD2159692BD306B0D690B3A19F49E42CBA557C6A9BB10C0DDBF1DF,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8416257,changed,6,Lighting,,,PS,0x00806C01,2724CA1C71664FF106229D83864752075366A65D8F97FBE4F0B678D87CE0ADAE,4164B453E19DFBA1AAFBE6AD91F496C7B97AE71B5F09FFB47FD1F3C05DD2942D,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,FBA1B799114FAD6D645D3513AFEB095EE5F4B7A65FA3B6B7DD18F6A931F0D73D,9BA16AA344F41A74FC10541C8E17ECC1876A4C913B8C660F4DF1944816D3FF5C,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8416769,changed,6,Lighting,,,PS,0x00806E01,AAAA3077C47B6F01E5138DD8D05A056B0A8871E267AE68F61502D39E45DEFEEC,0A89428949BB420A2EB5DF70FD29F9A169161DDF737C35FC80B2E331BCE5E97C,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,70124326D6B755E14936B18ED3B6347266C6EC4FAC2F3A24CF5252852B640D34,6EA87A9C64600D55322F00BDB751EA95FFAECD1E61F31B8153D0FB47B84CBC86,311A25AF123B832C29FB2030F37943E1ACCBAEF92833D07BECD366B2F8487818,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8417281,changed,6,Lighting,,,PS,0x00807001,E894990CE90B733FB0FF0DE9283E0EB363C100AF42E954226164C3C744AFB55E,D773ED9B733E03188BA963AE29E9C7159B20044907EE9E94B179411AA00A26FA,772D819E9A15F25CB87F9C1381F292F210D8625CB65DEA20A45C06AE4134673D,B0CBB1CF20A5D9DC6E8B622B692E02C7F2B3BB57514F86C265A26B7E76C65A0B,79609079372040F8BC0F69A81C4E9D44ADEECF160436950D303806DDCAD1D661,772D819E9A15F25CB87F9C1381F292F210D8625CB65DEA20A45C06AE4134673D,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8417793,changed,6,Lighting,,,PS,0x00807201,6820B5F3AF4BC8BC07B936AC64BE483BD1A13B3D359816CAC465E975E69CE57E,D043B7B5C18F9781C38D22F08B9A25BBC5BFEC09914569F9C7E914472C1A2E67,85DC1A5ED715AE9B64A8F24C571CFFDA095A96153642A3A25C1AFA2864B924B2,226F2A8B786C42CFFCA8950C2A3842A3F79C764A1BBF1921A8CE42D92A54438F,2814F9E0323640C24C44CD86873A77C8B09A2A93CD78F95D4969A4C21B05B311,85DC1A5ED715AE9B64A8F24C571CFFDA095A96153642A3A25C1AFA2864B924B2,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8419329,changed,6,Lighting,,,PS,0x00807801,BF4861E306EEF2220907EB2AA829AE929DD428A8EDB3D482C1B0A895BCC713BA,793F2204E0B2CCB329E18C6B40CAC83DEB8BF812D6FA1C8DA6CB581556878447,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,5298B15F994459DC3EDF24171C56C8FB959EE3B6C48191B01A90B3477C8FDAFC,A7E06DB81FE26A29EB228499A4228690A39A0A0194D4A36B4BE1AA3D0A61EB02,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8419841,changed,6,Lighting,,,PS,0x00807A01,D1A040C9856F8D83CD50782146DDCB6AB5E415ED4EA97CD4E5C9C5E364EF1A31,57A00FB0D9E9617D4DE5F352ED5E2903537C62446E933AB232FCC4F521894FBD,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,BC1E48CF932FC851A734109C3019281FD234D78A1F836094D25E9E0291B1CA35,39EFDFCA73FD243BC1CEAB3CB4C603BDB92A0C19F9A8FE205479C911E63B00FD,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8420353,changed,6,Lighting,,,PS,0x00807C01,1E1C215633F1D14A1229122C66D326CF5252D34AAC4F61A9D4E89CFE96D420DF,E39D185688B88EBB202C4D280E6F123CC36DB9037F480B65B7B8F5736D9940A6,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,295BB61AA1EF7B825FAC14E793699798ED6A70F115C92877CF15A3BCD1B82C2C,B2B6B7E8F363A9120E3FAE2AB52859299D2A6B1D9E60E188177DE4921A7B24EA,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8420865,changed,6,Lighting,,,PS,0x00807E01,46D5261C6B2723D3F6D3192FDC7F68FC87C8FD012BDF34FFAA8B89787B9EE5CB,0F1BCE9F643066C6F64BBCCD74C0443F0B3A70B824099D4C2E02F2E786393628,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,E8DFFD0508362D4E274A5FB7C1EA824BCBEBA60AD1F93131199AB866E54186EC,F413B9C491F26568EC03567D4D035F25FEA0279A5B3B3CF14CCD07D1C18CDE7E,B1C9569EDFD2AAE57746CB9B0378616B1AAB7F770ECBEDEBC7F06209FB6AC21C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8421377,changed,6,Lighting,,,PS,0x00808001,B6BB6F0ADB800BD85156193C3803C98E4CEDEC2EB86EFA669DC7C0DD357DC928,E0C29B439BD74291CB3BC122D702B68A519EC01286E54F7D77F69F85E7BB83AD,3A32142560C3C82DFF37C6D1D0AF6535585AF327CCA36D6F8632198B3C33EB90,18C4A51759DFC98497FAE989ACEA3B5C1E0D354E1A072F9ABFABE7A15B57E2D6,A35868E25357B30A30EBBA78D9378987EBCD741DFB15AA37E4E0F6904636A26D,3A32142560C3C82DFF37C6D1D0AF6535585AF327CCA36D6F8632198B3C33EB90,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8421889,changed,6,Lighting,,,PS,0x00808201,470526A80FA2F6162030231BC294448CA34A5B1E2E85841BB130C35C12096714,B6CEF2FB48F71C4AF767088C3FE23AE71E4B228FD0F8CCC53470549CF85A63D0,D61BF03B9EFAAEAE9E8DFABA51F555895D19A19117DC0191C3404CFB28B76126,898B219C9585C0C64D51C3DBB8CCCB37D4275001CB201C4519F5A7383DD1BD88,DA94E867579CC0E1AB5DC53F2D39C1112C0B4F7DCB1BC0B1786DC226DD07657B,D61BF03B9EFAAEAE9E8DFABA51F555895D19A19117DC0191C3404CFB28B76126,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8422401,changed,6,Lighting,,,PS,0x00808401,241162E79F1EFC0273891D2EA7FA89F7AD4BBF8EFD371995AF7C46F55556E4EC,B5B04A7DAF8E4E6B34AC728CEDEDC33D52D6877073A2053644D73302E6162221,CBAE6F36C1F05AF1C9D3BD97AA388689DE6BA8D30CC8FC9CA207AAA900B11C9C,67ECA441E9889EE39179CE06FAA30B3AE8E5A24ACB196760E042EBDF202265C9,884227A1539892AB87675BB8E9405EDE07BA53B3F1A02FA9AFE783E64D3CFCF6,CBAE6F36C1F05AF1C9D3BD97AA388689DE6BA8D30CC8FC9CA207AAA900B11C9C,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8422913,changed,6,Lighting,,,PS,0x00808601,627EA5077F32F64BFB96CC70FBF0127368917DCBDFC30C977DBE2910B02BD31B,803D3413DDFF6BD99E285A7FFAE615AB41250B47A53FEADA85035F9E603F22CF,2C1E517F9BB96904F605C2C006D9584E32CE3DBED6D3A3651371A1300F3EE254,1BD7C133440030A0C4EC239E74AA2291FA4B27D92464FB600FD74707EE42A50F,4D69A97AC5BA39F26B49E9F59727D6E87F2D66345A781CAE547D3D979400362C,2C1E517F9BB96904F605C2C006D9584E32CE3DBED6D3A3651371A1300F3EE254,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8425473,changed,6,Lighting,,,PS,0x00809001,65FD3FB196B5F883FF5AE94E8755D7650E34CC921DAC2513D03697EFA64CC964,3C775314D3CC02132AFCBFA7718A7A556EEC46CD3FD3A6D438740D8F21B449C0,BC6A295E7B7396B6B3C6361E75366E2EE5C9F6FADE9E2968AEAC0582E9E2A91D,227BF23472624D87D140992E95DBB3F79A7C2F513B9B544D1003ABF832FC8C09,83F2342A3A2EE3C59F3261D16EDD62B3F5B0EA5B06C9CF8ECFAFC5B0C18E29FA,BC6A295E7B7396B6B3C6361E75366E2EE5C9F6FADE9E2968AEAC0582E9E2A91D,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8425985,changed,6,Lighting,,,PS,0x00809201,4EA8B53897F5E6FF606C939C9C74969F1AA68C3F9DE47C0CA9CA39520F4A446B,3E5B610F079FE716B00D9D554452F9DD2BA027A5FD50574B28F90A1C10B5441F,A3CA3D77F06CA824B463E35D5FC053E312C2E6D851ADD9C5BB313B4D83F4A164,F11A69D1073A112B8E4B47BE963A1C8059DBE9FFCD5011C3E5278B81B575D393,69B6CF651CBE45484DC06D56CA126D9BE1EDE7EE924E8F17D9E8E9636F0B8E08,A3CA3D77F06CA824B463E35D5FC053E312C2E6D851ADD9C5BB313B4D83F4A164,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
6|PS|8437761,changed,6,Lighting,,,PS,0x0080C001,895008C539541DC7DF34D4CADF5265C001772DD4163E4378732B6B189E1A275B,51C2F0DCECB446F06005A0C84C0B8C0DA1700EF280AA8AF11E3F123A956C5A1D,2D6DE685FB5995AA922F7F99AFB515F4A9AC108ADCBB336BF28C9E71B9FF22E1,5631517E0798D32CD504C1CE61AE3AAA4FFF6B388E43CCCF37F1AA585E3677A6,13F58C404FBFFAAC4AFB7BEDE33ED5230752381BDD773E6FB4C47BAB71E6465C,2D6DE685FB5995AA922F7F99AFB515F4A9AC108ADCBB336BF28C9E71B9FF22E1,package/Shaders/Lighting.hlsl,common authoritative-1.7 MRT source; no native adapter
